40.763802, -73.975304
40.785301, -73.978798
40.747601, -73.989403
40.756001, -73.969200
40.754700, -73.966103
40.760799, -73.960800
40.765499, -73.982002
40.745998, -73.988403
40.767799, -73.966301
40.780201, -73.956596
40.750702, -73.989700
40.780499, -73.960197
40.777199, -73.953400
40.761902, -73.969398
40.786201, -73.978104
40.777000, -73.952103
40.781399, -73.980301
40.761501, -73.983299
40.744099, -73.989700
40.758301, -73.972801
40.766399, -73.994598
40.753700, -73.992401
40.745899, -73.955399
40.769699, -73.991997
40.743801, -73.989304
40.745899, -73.984299
40.757000, -73.974197
40.768398, -73.960197
40.764000, -73.976196
40.748600, -73.989899
40.752701, -73.986298
40.745701, -73.999001
40.762402, -73.972603
40.760101, -73.961197
40.763199, -73.977600
40.764000, -73.976196
40.761799, -73.968903
40.758400, -73.970497
40.776402, -73.962303
40.748199, -73.956703
40.785999, -73.975899
40.770901, -73.953300
40.746601, -73.991898
40.780399, -73.981400
40.782799, -73.950996
40.758900, -73.964302
40.752399, -73.991898
40.752800, -73.988899
40.783600, -73.947601
40.771599, -73.980904
40.764301, -73.985199
40.758801, -73.972900
40.777599, -73.959503
40.752300, -73.978104
40.779301, -73.988098
40.758999, -73.972397
40.748600, -73.973396
40.743801, -73.987099
40.780102, -73.980499
40.748501, -73.984497
40.746201, -73.973297
40.765202, -73.975197
40.762901, -73.977097
40.745201, -73.988899
40.804901, -73.952797
40.777699, -73.974899
40.753700, -73.972298
40.759800, -73.966400
40.787701, -73.972900
40.758202, -73.984299
40.764500, -73.975502
40.763199, -73.984398
40.752800, -73.983498
40.763699, -73.971100
40.746201, -73.971802
40.762100, -73.978302
40.750900, -73.990601
40.749500, -74.002899
40.779900, -73.950203
40.748199, -73.991203
40.764999, -73.966103
40.759998, -73.973297
40.758900, -73.980003
40.747002, -73.973198
40.764702, -73.972000
40.762100, -73.966202
40.782799, -73.979698
40.764900, -73.972504
40.811699, -73.951897
40.749699, -73.991600
40.745602, -73.993797
40.747601, -73.985199
40.756302, -73.985497
40.779202, -73.958900
40.745998, -74.000298
40.770100, -73.991501
40.758900, -73.977501
40.764702, -73.972702
40.753601, -73.979103
40.750401, -73.939102
40.774300, -73.963402
40.763500, -73.979202
40.757000, -73.967003
40.750301, -73.985100
40.773602, -73.966400
40.746498, -74.003304
40.750702, -73.978401
40.748001, -73.985001
40.769901, -73.980598
40.773300, -73.964401
40.748600, -73.989098
40.779202, -73.988098
40.751499, -73.993896
40.758801, -73.983704
40.755001, -74.002403
40.752399, -73.989601
